"experiment_id","video_id","model_name","technique_name","rag_enabled","gt_total_energy_kcal","gt_total_protein_g","gt_total_fat_g","gt_total_carbohydrate_g","pred_total_energy_kcal","pred_total_protein_g","pred_total_fat_g","pred_total_carbohydrate_g"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2271","12","Llama 3.2 3B Instruct","few-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2273","12","Llama 3.2 3B Instruct","structured-output","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2274","12","Phi-4-mini 3.8B Instruct","zero-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2275","12","Phi-4-mini 3.8B Instruct","few-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2276","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2277","12","Phi-4-mini 3.8B Instruct","structured-output","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2278","12","Qwen 2.5 3B Instruct","zero-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2279","12","Qwen 2.5 3B Instruct","few-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2280","12","Qwen 2.5 3B Instruct","chain-of-thought","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2281","12","Qwen 2.5 3B Instruct","structured-output","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2286","12","MedGemma 4B","zero-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2287","12","MedGemma 4B","few-shot","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2288","12","MedGemma 4B","chain-of-thought","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2289","12","MedGemma 4B","structured-output","0","337.60000133514404","4.5999999195337296","12.70000022649765","157.40000104904175",NULL,NULL,NULL,NULL
"2290","13","Llama 3.2 3B Instruct","zero-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2291","13","Llama 3.2 3B Instruct","few-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2293","13","Llama 3.2 3B Instruct","structured-output","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2294","13","Phi-4-mini 3.8B Instruct","zero-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2296","13","Phi-4-mini 3.8B Instruct","chain-of-thought","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2297","13","Phi-4-mini 3.8B Instruct","structured-output","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2298","13","Qwen 2.5 3B Instruct","zero-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2299","13","Qwen 2.5 3B Instruct","few-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2301","13","Qwen 2.5 3B Instruct","structured-output","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2306","13","MedGemma 4B","zero-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2307","13","MedGemma 4B","few-shot","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2308","13","MedGemma 4B","chain-of-thought","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2309","13","MedGemma 4B","structured-output","0","376.99999475479126","37.6000007763505","23.29999963194132","27.600000739097595",NULL,NULL,NULL,NULL
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2311","14","Llama 3.2 3B Instruct","few-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2313","14","Llama 3.2 3B Instruct","structured-output","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2314","14","Phi-4-mini 3.8B Instruct","zero-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2315","14","Phi-4-mini 3.8B Instruct","few-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2316","14","Phi-4-mini 3.8B Instruct","chain-of-thought","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2317","14","Phi-4-mini 3.8B Instruct","structured-output","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2318","14","Qwen 2.5 3B Instruct","zero-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2319","14","Qwen 2.5 3B Instruct","few-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2320","14","Qwen 2.5 3B Instruct","chain-of-thought","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2321","14","Qwen 2.5 3B Instruct","structured-output","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2322","14","Gemma-SEA-LION v4 4B","zero-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2323","14","Gemma-SEA-LION v4 4B","few-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2324","14","Gemma-SEA-LION v4 4B","chain-of-thought","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2325","14","Gemma-SEA-LION v4 4B","structured-output","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2326","14","MedGemma 4B","zero-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2327","14","MedGemma 4B","few-shot","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2328","14","MedGemma 4B","chain-of-thought","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2329","14","MedGemma 4B","structured-output","0","398.7999882698059","39.10000067949295","44.19999848306179","9.999999761581421",NULL,NULL,NULL,NULL
"2330","15","Llama 3.2 3B Instruct","zero-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2331","15","Llama 3.2 3B Instruct","few-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2332","15","Llama 3.2 3B Instruct","chain-of-thought","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2333","15","Llama 3.2 3B Instruct","structured-output","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2334","15","Phi-4-mini 3.8B Instruct","zero-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2335","15","Phi-4-mini 3.8B Instruct","few-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2336","15","Phi-4-mini 3.8B Instruct","chain-of-thought","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2337","15","Phi-4-mini 3.8B Instruct","structured-output","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2338","15","Qwen 2.5 3B Instruct","zero-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2339","15","Qwen 2.5 3B Instruct","few-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2340","15","Qwen 2.5 3B Instruct","chain-of-thought","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2341","15","Qwen 2.5 3B Instruct","structured-output","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2342","15","Gemma-SEA-LION v4 4B","zero-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2343","15","Gemma-SEA-LION v4 4B","few-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2344","15","Gemma-SEA-LION v4 4B","chain-of-thought","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2345","15","Gemma-SEA-LION v4 4B","structured-output","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2346","15","MedGemma 4B","zero-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2347","15","MedGemma 4B","few-shot","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2348","15","MedGemma 4B","chain-of-thought","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2349","15","MedGemma 4B","structured-output","0","378.80000019073486","1.5599999651312828","1.5000000298023224","14.120000079274178",NULL,NULL,NULL,NULL
"2350","16","Llama 3.2 3B Instruct","zero-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2351","16","Llama 3.2 3B Instruct","few-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2352","16","Llama 3.2 3B Instruct","chain-of-thought","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2353","16","Llama 3.2 3B Instruct","structured-output","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2354","16","Phi-4-mini 3.8B Instruct","zero-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2355","16","Phi-4-mini 3.8B Instruct","few-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2356","16","Phi-4-mini 3.8B Instruct","chain-of-thought","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2357","16","Phi-4-mini 3.8B Instruct","structured-output","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2358","16","Qwen 2.5 3B Instruct","zero-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2359","16","Qwen 2.5 3B Instruct","few-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2360","16","Qwen 2.5 3B Instruct","chain-of-thought","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2361","16","Qwen 2.5 3B Instruct","structured-output","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2365","16","Gemma-SEA-LION v4 4B","structured-output","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2367","16","MedGemma 4B","few-shot","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2368","16","MedGemma 4B","chain-of-thought","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2369","16","MedGemma 4B","structured-output","0","1127.7999839782715","54.50000071525574","52.49999988079071","54.30000231415033",NULL,NULL,NULL,NULL
"2370","17","Llama 3.2 3B Instruct","zero-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2371","17","Llama 3.2 3B Instruct","few-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2372","17","Llama 3.2 3B Instruct","chain-of-thought","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2373","17","Llama 3.2 3B Instruct","structured-output","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2374","17","Phi-4-mini 3.8B Instruct","zero-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2375","17","Phi-4-mini 3.8B Instruct","few-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2376","17","Phi-4-mini 3.8B Instruct","chain-of-thought","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2377","17","Phi-4-mini 3.8B Instruct","structured-output","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2378","17","Qwen 2.5 3B Instruct","zero-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2379","17","Qwen 2.5 3B Instruct","few-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2380","17","Qwen 2.5 3B Instruct","chain-of-thought","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2381","17","Qwen 2.5 3B Instruct","structured-output","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2382","17","Gemma-SEA-LION v4 4B","zero-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2383","17","Gemma-SEA-LION v4 4B","few-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2384","17","Gemma-SEA-LION v4 4B","chain-of-thought","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2385","17","Gemma-SEA-LION v4 4B","structured-output","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2386","17","MedGemma 4B","zero-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2387","17","MedGemma 4B","few-shot","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2388","17","MedGemma 4B","chain-of-thought","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2389","17","MedGemma 4B","structured-output","0","4215.199999809265","222.00000001490116","285.80000004917383","212.19999903440475",NULL,NULL,NULL,NULL
"2390","18","Llama 3.2 3B Instruct","zero-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2391","18","Llama 3.2 3B Instruct","few-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2392","18","Llama 3.2 3B Instruct","chain-of-thought","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2393","18","Llama 3.2 3B Instruct","structured-output","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2394","18","Phi-4-mini 3.8B Instruct","zero-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2395","18","Phi-4-mini 3.8B Instruct","few-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2396","18","Phi-4-mini 3.8B Instruct","chain-of-thought","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2397","18","Phi-4-mini 3.8B Instruct","structured-output","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2398","18","Qwen 2.5 3B Instruct","zero-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2399","18","Qwen 2.5 3B Instruct","few-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2400","18","Qwen 2.5 3B Instruct","chain-of-thought","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2401","18","Qwen 2.5 3B Instruct","structured-output","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2402","18","Gemma-SEA-LION v4 4B","zero-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2403","18","Gemma-SEA-LION v4 4B","few-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2404","18","Gemma-SEA-LION v4 4B","chain-of-thought","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2405","18","Gemma-SEA-LION v4 4B","structured-output","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2406","18","MedGemma 4B","zero-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2407","18","MedGemma 4B","few-shot","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2408","18","MedGemma 4B","chain-of-thought","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2409","18","MedGemma 4B","structured-output","0","475.19999146461487","36.59999920427799","45.49999915808439","7.700000166893005",NULL,NULL,NULL,NULL
"2410","19","Llama 3.2 3B Instruct","zero-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2411","19","Llama 3.2 3B Instruct","few-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2412","19","Llama 3.2 3B Instruct","chain-of-thought","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2413","19","Llama 3.2 3B Instruct","structured-output","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2414","19","Phi-4-mini 3.8B Instruct","zero-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2415","19","Phi-4-mini 3.8B Instruct","few-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2417","19","Phi-4-mini 3.8B Instruct","structured-output","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2418","19","Qwen 2.5 3B Instruct","zero-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2419","19","Qwen 2.5 3B Instruct","few-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2420","19","Qwen 2.5 3B Instruct","chain-of-thought","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2421","19","Qwen 2.5 3B Instruct","structured-output","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2422","19","Gemma-SEA-LION v4 4B","zero-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2423","19","Gemma-SEA-LION v4 4B","few-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2424","19","Gemma-SEA-LION v4 4B","chain-of-thought","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2425","19","Gemma-SEA-LION v4 4B","structured-output","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2426","19","MedGemma 4B","zero-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2427","19","MedGemma 4B","few-shot","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2428","19","MedGemma 4B","chain-of-thought","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2429","19","MedGemma 4B","structured-output","0","746.5999999046326","8.000000059604645","5.200000166893005","146.19999837875366",NULL,NULL,NULL,NULL
"2430","20","Llama 3.2 3B Instruct","zero-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2431","20","Llama 3.2 3B Instruct","few-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2432","20","Llama 3.2 3B Instruct","chain-of-thought","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2433","20","Llama 3.2 3B Instruct","structured-output","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2434","20","Phi-4-mini 3.8B Instruct","zero-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2435","20","Phi-4-mini 3.8B Instruct","few-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2437","20","Phi-4-mini 3.8B Instruct","structured-output","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2438","20","Qwen 2.5 3B Instruct","zero-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2439","20","Qwen 2.5 3B Instruct","few-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2440","20","Qwen 2.5 3B Instruct","chain-of-thought","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2441","20","Qwen 2.5 3B Instruct","structured-output","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2442","20","Gemma-SEA-LION v4 4B","zero-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2443","20","Gemma-SEA-LION v4 4B","few-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2444","20","Gemma-SEA-LION v4 4B","chain-of-thought","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2445","20","Gemma-SEA-LION v4 4B","structured-output","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2446","20","MedGemma 4B","zero-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2447","20","MedGemma 4B","few-shot","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2448","20","MedGemma 4B","chain-of-thought","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2449","20","MedGemma 4B","structured-output","0","661.599986076355","29.800000369548798","26.600000858306885","87.90000104904175",NULL,NULL,NULL,NULL
"2450","31","Llama 3.2 3B Instruct","zero-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2451","31","Llama 3.2 3B Instruct","few-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2452","31","Llama 3.2 3B Instruct","chain-of-thought","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2453","31","Llama 3.2 3B Instruct","structured-output","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2454","31","Phi-4-mini 3.8B Instruct","zero-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
